Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1788424694,10,,Aggregated,15.900000,0.000000,11,13,15,17,22,35,56,100,280,280,280,477,0,11,15.241470019746986,3.491499926894903,279.45937495678663,448.17400419287213
1788424695,10,,Aggregated,15.600000,0.000000,11,13,15,17,22,33,56,100,280,280,280,496,0,11,15.13489807492137,3.491499926894903,279.45937495678663,447.991935483871
1788424696,10,,Aggregated,16.000000,0.000000,11,13,15,16,22,33,54,100,280,280,280,509,0,11,15.039075287891468,3.491499926894903,279.45937495678663,447.9312377210216
1788424697,10,,Aggregated,16.100000,0.000000,11,13,15,16,22,32,54,100,280,280,280,526,0,11,14.883034199054846,3.491499926894903,279.45937495678663,447.60076045627375
1788424698,10,,Aggregated,15.800000,0.000000,11,13,15,16,22,32,54,100,280,280,280,540,0,11,14.788963175292507,3.491499926894903,279.45937495678663,446.8851851851852
1788424699,10,,Aggregated,16.100000,0.000000,11,13,15,16,22,32,54,100,280,280,280,559,0,11,14.853243421794836,3.491499926894903,279.45937495678663,447.38282647584975
1788424700,10,,Aggregated,15.800000,0.000000,10,13,15,16,22,31,54,100,280,280,280,577,0,10,14.635002871642802,3.243040991947055,279.45937495678663,446.72963604852686
1788424701,10,,Aggregated,15.600000,0.000000,10,13,15,16,21,30,54,100,280,280,280,593,0,10,14.497586404849756,3.243040991947055,279.45937495678663,446.8718381112985
1788424702,10,,Aggregated,16.100000,0.000000,10,13,15,16,21,29,52,100,280,280,280,607,0,10,14.435919051371588,3.243040991947055,279.45937495678663,446.21252059308074
1788424703,10,,Aggregated,16.200000,0.000000,10,12,15,16,21,29,52,100,280,280,280,626,0,10,14.301286191871455,3.243040991947055,279.45937495678663,446.2076677316294
1788424704,10,,Aggregated,15.800000,0.000000,10,13,15,16,21,29,52,100,280,280,280,643,0,10,14.297262485382403,3.243040991947055,279.45937495678663,446.63297045101086
1788424705,10,,Aggregated,16.400000,0.000000,10,13,15,16,21,29,52,100,280,280,280,661,0,10,14.282369181660318,3.243040991947055,279.45937495678663,446.63993948562785
1788424706,10,,Aggregated,16.300000,0.000000,10,13,15,16,21,29,52,100,280,280,280,681,0,10,14.12250242546808,3.243040991947055,279.45937495678663,446.95888399412627
1788424707,10,,Aggregated,16.400000,0.000000,10,13,15,16,21,29,52,100,280,280,280,694,0,10,14.104770333942305,3.243040991947055,279.45937495678663,446.9337175792507
